Rule,Support,StandardConfidence,PCAConfidence,HeadCoverage,BodySize,PCABodySize,variable,rule_length,filtered,InSample,rule_type,left_concat_count,right_concat_count,explanation1_s,explanation2_y,perplexity1_s,perplexity2_y,id,instance
Speed skating /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.089108911,0.818181818,0.818181818,9,11,11,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics through speed skating, then the athlete is likely to have won a Gold medal in an Olympic game.","The explanation for this rule is: When an athlete affiliated with speed skating in the Olympics wins a Gold medal in the Olympic Games, the medal is awarded in the context of the Olympic Medal Honor.",31.11404991,40.77106094,3020,Speed skating /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics 1976 Winter Olympics => 1976 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Boxing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.099009901,1,1,10,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics as a participant in boxing, then they will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: If an athlete participates in Olympic Boxing and is affiliated with the Olympics, then the athlete will be awarded a Gold medal at the Olympic Games.",25.92412949,23.53966522,3021,Boxing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Volleyball /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,1,1,7,7,7,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete in Volleyball is affiliated with the Olympics, then they are likely to win a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics in the sport of Volleyball, then the athlete wins a Gold medal in the Olympic Games.",27.58350754,26.06961823,3022,Volleyball /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.198019802,0.869565217,0.869565217,20,23,23,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete participates in cycling at the Olympics representing a specific Olympic affiliation, then that athlete will be awarded a Gold medal at the Olympic Games.","The explanation for this rule is: When an athlete participates in Cycling in the Olympics and is affiliated with the Olympic Games, then the athlete is awarded a Gold medal in the Olympic Games.",34.14801788,26.21619034,3023,Cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Russia /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,0.8,0.8,8,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If Russia has won a gold medal in a certain Olympic event as an Olympic participating country, then the total number of gold medals awarded in that specific Olympic event will increase by one.","The explanation for this rule is: When Russia wins a medal in the Olympic Games, and the medal won is a Gold medal, then the Olympic Games where the medal was awarded will have a Gold medal awarded in the Olympic Medal Honor category.",21.93524551,28.74069405,3024,Russia /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics 2004 Summer Olympics => 2004 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Road cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.089108911,0.818181818,0.818181818,9,11,11,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympic Games in the context of road cycling, then that athlete is predicted to win a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics in the road cycling Olympic sport, then the athlete is awarded a Gold medal in the Olympic Games.",25.9712944,34.87821579,3025,Road cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Swimming /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,1,1,8,8,8,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete competes in Olympic swimming events and is affiliated with the Olympics, then they will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: If an athlete in the sport of Swimming is affiliated with the Olympics, then the athlete has won a Gold medal in the Olympic Games.",20.97942352,24.87540054,3026,Swimming /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics 1968 Summer Olympics => 1968 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Canoe Sprint /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.059405941,1,1,6,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete participates in Canoe Sprint at the Olympics representing a certain affiliation, then that athlete is likely to win a Gold medal at the Olympic Games.","The explanation for this rule is: When an athlete participates in Canoe Sprint at the Olympics and is affiliated with the Olympics, then the athlete wins a Gold medal at the Olympic Games in a ceremony where Olympic medal honors are awarded.",48.11341858,44.47311783,3027,Canoe Sprint /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Field hockey /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,1,1,7,7,7,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete participates in Field hockey at the Olympics representing a specific affiliation, then that athlete will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics in the field hockey category, then the athlete is awarded a Gold medal in the Olympic Games.",45.26578522,33.1480217,3028,Field hockey /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Egypt /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,0.8,0.8,8,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If Egypt won a medal in the Olympics as a participating country and the medal honor was a Gold medal, then the specific Olympic games where the medal was awarded will also have a Gold medal honor.","The explanation for this rule is: When Egypt has won a Gold medal in the Olympic games as a participating country, it implies that the Olympic Games where the medal was awarded also had Gold medals awarded as part of the event.",36.23856354,33.50232315,3029,Egypt /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Bobsleigh /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,0.833333333,0.833333333,5,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: If a bobsleigh athlete is affiliated with the Olympics, then they will receive a Gold medal in the Olympic Games.","The explanation for this rule is: If an athlete is affiliated with the Olympics in the sport of Bobsleigh, then the athlete has won a Gold medal in the Olympic Games.",35.74958801,29.37687492,3030,Bobsleigh /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics 2006 Winter Olympics => 2006 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Table tennis /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: 
If a table tennis athlete has participated in the Olympics representing a specific country, then that athlete is predicted to have won a gold medal in the Olympic games.","The explanation for this rule is: When an athlete affiliated with Olympic Games in the sport of table tennis participates in the Olympics, and wins a gold medal, then that athlete has been awarded a gold medal in the Olympic Games.",44.48692322,22.50312424,3031,Table tennis /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Rowing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,0.875,0.875,7,8,8,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics in the sport of rowing, then that athlete will be awarded a Gold medal at the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics in the context of rowing, then the athlete has won a Gold medal at the Olympic Games.",19.36223602,30.11464691,3032,Rowing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Show jumping /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.099009901,0.909090909,0.909090909,10,11,11,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete participates in show jumping in the Olympics representing a specific affiliation, then that athlete will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete who is affiliated with the Olympics participates in show jumping at the Olympics, then that athlete wins a Gold medal at the Olympic Games.",41.60559845,32.35029984,3033,Show jumping /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Judo /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete competes in Judo in the Olympics and is affiliated with a specific Olympic event, then that athlete wins a Gold medal in that particular Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics through the sport of Judo in the Olympic Games, they are awarded a Gold medal in the Olympic Games.",30.12335777,23.90976334,3034,Judo /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Fencing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,1,1,8,8,8,?a,7,1,0,20,1,1,"The explanation for this rule is: 

If an athlete is affiliated with the Olympics in the sport of Fencing, then that athlete has won a Gold medal at the Olympic Games.","The explanation for this rule is: When an athlete participates in fencing at the Olympics and is affiliated with the Olympics, then the athlete wins a Gold medal at the Olympic Games.",29.32767677,28.94920158,3035,Fencing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Greco-Roman wrestling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete participated in Greco-Roman wrestling in the Olympics and had an affiliation with the Olympics, then that athlete was awarded a Gold medal in the Olympic Games.","The explanation for this rule is: If an athlete is affiliated with the Greco-Roman wrestling event in the Olympics, then the athlete is awarded a Gold medal in the Olympic Games.",20.99624252,24.31558609,3036,Greco-Roman wrestling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Track cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.148514851,0.9375,0.9375,15,16,16,?a,7,1,0,20,1,1,"The explanation for this rule is: 
If an athlete is affiliated with the Olympics in track cycling, then that athlete has won a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics in the track cycling Olympic sport, then the athlete has won a Gold medal in the Olympic Games.",43.22346115,38.37450409,3037,Track cycling /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Water polo /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,0.888888889,0.888888889,8,9,9,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics as a water polo player, then that athlete has been awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete affiliated with water polo in the Olympics wins a Gold medal in the Olympic Games, the specific Olympic Games event where the medal is awarded will be affiliated with a Gold Olympic medal.",21.89402008,36.40802765,3038,Water polo /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics 1968 Summer Olympics => 1968 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Football /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.099009901,1,1,10,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete in the sport of football has an affiliation with the Olympics, then that athlete has won a Gold medal in Olympic Games.","The explanation for this rule is: When an athlete is affiliated with the Olympics through the Olympic sport category in the Olympics knowledge graph, then that athlete has won a Gold medal in the Olympic Games through the Olympic medal honor category.",29.50193787,53.05405807,3039,Football /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics 1992 Summer Olympics => 1992 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Artistic gymnastics /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,0.8,0.8,8,10,10,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics in artistic gymnastics, then that athlete has won a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete is affiliated with Artistic gymnastics in the Olympics, and the Olympics in question awarded medals in artistic gymnastics, then the athlete won a Gold medal in that Olympic event.",32.84363174,49.14618683,3040,Artistic gymnastics /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Diving /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.118811881,1,1,12,12,12,?a,7,1,0,20,1,1,"The explanation for this rule is: 

If an athlete competes in Diving at the Olympics and is affiliated with the Olympics, then this athlete will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When a diver who is affiliated with the Olympics wins a Gold medal in the Olympic Games, the Gold medal is awarded in the Olympic Games.",33.92508316,24.555933,3041,Diving /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
United States of America /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.297029703,0.833333333,0.833333333,30,36,36,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete representing the United States of America in the Olympics is affiliated with a specific Olympic event, then that athlete has been awarded a Gold medal in that event.","The explanation for this rule is: When the United States of America participates in the Olympics by sending athletes affiliated with the Olympics, then the athletes representing the United States of America in the Olympic Games are awarded a Gold medal.",23.25319672,20.02589035,3042,United States of America /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Sweden /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.168316832,0.894736842,0.894736842,17,19,19,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Sweden has participated in the Olympics and has won a Gold medal, then that athlete is associated with a specific Olympic Games where the Gold medal was awarded.","The explanation for this rule is: When Sweden participates in the Olympics with athletes who are affiliated with the Olympics, then those athletes win a Gold medal in the Olympic Games.",24.49248123,34.06406784,3043,Sweden /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Czechoslovakia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,0.833333333,0.833333333,5,6,6,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Czechoslovakia participated in the Olympics and belonged to a specific Olympic team, then that athlete was awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When an athlete representing Czechoslovakia in the Olympic Games is affiliated with the Olympics event, then that athlete is awarded a Gold medal in the Olympic Games.",21.6967144,33.31570435,3044,Czechoslovakia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1956 Summer Olympics => 1956 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Romania /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.079207921,0.8,0.8,8,10,10,?a,7,1,1,20,1,1,"The explanation for this rule is: If an athlete from Romania has participated in the Olympics and has won a Gold medal, then that athlete has received a medal in the Olympic Games.","The explanation for this rule is: When Romania participates in the Olympics as a country, and the athletes representing Romania win a Gold medal in the Olympic Games, then the Gold medal is awarded at the Olympics as an honor for their athletic achievement.",18.67092705,26.44548416,3045,Romania /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Hungary /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.118811881,0.857142857,0.857142857,12,14,14,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Hungary participates in the Olympics representing a specific affiliation and wins a Gold medal, then that athlete is awarded a Gold medal in that particular Olympic Games.","The explanation for this rule is: If Hungary participates in the Olympics by sending athletes affiliated with Olympic teams, then those athletes win Gold medals in the Olympic Games.",36.10361099,50.25462341,3046,Hungary /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Sailing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,0.875,0.875,7,8,8,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete is affiliated with the Olympics in the sport of Sailing, then that athlete has won a Gold medal in an Olympic Games.","The explanation for this rule is: When an athlete participates in Sailing in the Olympics and belongs to a specific Olympic team, then that athlete has won a Gold medal in the Olympic Games.",30.27936363,33.54813004,3047,Sailing /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Iceland /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Iceland participates in the Olympics and is affiliated with a specific Olympic event, then that athlete wins a Gold medal in that Olympic event.","The explanation for this rule is: When Iceland participates in the Olympics as a country and its athletes are affiliated with the Olympics, then the athletes from Iceland who participated in the Olympics have been awarded a Gold medal in the Olympic Games.",29.18849945,20.39511681,3048,Iceland /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Switzerland /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.089108911,0.818181818,0.818181818,9,11,11,?a,7,1,0,20,1,1,"The explanation for this rule is: If a country, such as Switzerland, participates in the Olympics and one of its athletes belongs to an Olympic team, then that athlete will be awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Switzerland participates in the Olympics and its athletes are affiliated with the Olympics, then the athletes from Switzerland who participate in the Olympic Games and win a Gold medal will be awarded a Gold medal at the Olympics.",16.03670883,19.2329464,3049,Switzerland /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 1952 Summer Olympics => 1952 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Dressage /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.04950495,1,1,5,5,5,?a,7,1,0,20,1,1,"The explanation for this rule is: ""If an athlete participates in Dressage at the Olympics and is affiliated with the Olympics, then they will be awarded a Gold medal in the Olympic Games.""","The explanation for this rule is: When an athlete is affiliated with the Olympics in the sport of Dressage, then the athlete has won a Gold medal in the Olympic Games.",27.71006393,34.76781845,3050,Dressage /olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics The London 2012 Summer Olympics => The London 2012 Summer Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Slovakia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.069306931,0.875,0.875,7,8,8,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Slovakia has participated in the Olympics as part of a specific affiliation, then that athlete has been awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Slovakia participates in the Olympics and its athletes are affiliated with the Olympic Games, then the athletes from Slovakia who participated in the Olympic Games were awarded a Gold medal.",25.99813271,26.28267288,3051,Slovakia /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Austria /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.108910891,0.846153846,0.846153846,11,13,13,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Austria has participated in the Olympics representing a specific affiliation, then that athlete has been awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Austria participates in the Olympics as a country and its athletes are affiliated with the Olympic Games, then the athletes will be awarded a Gold medal in the Olympic Games.",37.19942856,24.26792145,3052,Austria /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
China /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.099009901,0.909090909,0.909090909,10,11,11,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from China has participated in Olympic games and has been affiliated with an Olympic team, then that athlete has been awarded a Gold medal in the Olympic games.","The explanation for this rule is: If an athlete from China has participated in the Olympics and won a gold medal, then that gold medal is awarded in the Olympic Games where they represented their country.",22.33897209,20.01133919,3053,China /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Norway /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.128712871,0.928571429,0.928571429,13,14,14,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Norway has participated in the Olympics and won a Gold medal, then that athlete has been awarded a Gold medal in the Olympic Games.","The explanation for this rule is: When Norway participates in the Olympics with athletes affiliated with the Olympic Games, then those athletes win a Gold medal in Olympic Games.",17.2606678,49.48260117,3054,Norway /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
Italy /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics ?a => ?a /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal,0.207920792,0.913043478,0.913043478,21,23,23,?a,7,1,0,20,1,1,"The explanation for this rule is: If an athlete from Italy has participated in the Olympics and is affiliated with a specific Olympic event, then that athlete has been awarded a Gold medal in that Olympic event.","The explanation for this rule is: If Italy participates in the Olympics and its athletes are affiliated with the Olympic Games, then any athlete affiliated with the Olympic Games from Italy is awarded a Gold medal.",23.9814167,23.72869492,3055,Italy /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics 2002 Winter Olympics => 2002 Winter Olympics /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal Gold medal
