id,rule,Instances
83636,?b 18 ?a ?b 23 ?a => ?a 22 ?b,20412 18 18864 20412 23 18864 => 18864 22 20412
83637,?b 12 ?a ?a 20 ?b => ?a 22 ?b,<NA>
83638,?a 4 ?f ?f 6 ?b => ?a 5 ?b,<NA>
83639,?a 10 ?b ?b 12 ?a => ?a 22 ?b,<NA>
83640,?a 13 ?f ?b 8 ?f => ?a 5 ?b,<NA>
83641,?b 18 ?a ?b 6 ?a => ?a 22 ?b,20412 18 18864 20412 6 18864 => 18864 22 20412
83642,?b 12 ?a ?a 30 ?b => ?a 22 ?b,20555 12 19354 19354 30 20555 => 19354 22 20555
83643,?b 17 ?a ?b 18 ?a => ?a 22 ?b,<NA>
83644,?b 12 ?a ?b 20 ?a => ?a 22 ?b,<NA>
83645,?f 6 ?a ?b 8 ?f => ?a 5 ?b,<NA>
83646,?e 14 ?b ?a 6 ?e => ?a 11 ?b,<NA>
83647,?b 12 ?a ?a 3 ?b => ?a 22 ?b,<NA>
83648,?b 18 ?a ?b 39 ?a => ?a 22 ?b,20412 18 18864 20412 39 18864 => 18864 22 20412
83649,?b 18 ?a ?b 8 ?a => ?a 22 ?b,20412 18 18864 20412 8 18864 => 18864 22 20412
83650,?a 6 ?f ?b 8 ?f => ?a 5 ?b,20571 6 20626 19859 8 20626 => 20571 5 19859
83651,?b 18 ?a ?b 38 ?a => ?a 22 ?b,20412 18 18864 20412 38 18864 => 18864 22 20412
83652,?b 12 ?a ?b 30 ?a => ?a 22 ?b,20555 12 19354 20555 30 19354 => 19354 22 20555
83653,?b 11 ?a ?b 18 ?a => ?a 22 ?b,19610 11 20501 19610 18 20501 => 20501 22 19610
83654,?b 18 ?a ?b 31 ?a => ?a 22 ?b,<NA>
83655,?b 18 ?a ?b 2 ?a => ?a 22 ?b,20412 18 18864 20412 2 18864 => 18864 22 20412
83656,?f 10 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83657,?a 23 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83658,?b 25 ?a ?a 6 ?b => ?a 22 ?b,<NA>
83659,?b 25 ?a ?a 31 ?b => ?a 22 ?b,<NA>
83660,?a 19 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83661,?a 13 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83662,?b 10 ?a ?b 12 ?a => ?a 22 ?b,<NA>
83663,?a 14 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83664,?b 25 ?a ?a 38 ?b => ?a 22 ?b,<NA>
83665,?e 14 ?b ?e 6 ?a => ?a 11 ?b,<NA>
83666,?a 12 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83667,?a 2 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83668,?a 11 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83669,?f 30 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83670,?b 25 ?a ?a 5 ?b => ?a 22 ?b,<NA>
83671,?b 25 ?a ?a 8 ?b => ?a 22 ?b,<NA>
83672,?b 25 ?a ?a 39 ?b => ?a 22 ?b,<NA>
83673,?b 25 ?a ?a 30 ?b => ?a 22 ?b,<NA>
83674,?a 18 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83675,?a 17 ?b ?b 25 ?a => ?a 22 ?b,<NA>
83676,?b 12 ?a ?a 2 ?b => ?a 22 ?b,<NA>
83677,?b 12 ?a ?a 31 ?b => ?a 22 ?b,<NA>
83678,?b 25 ?a ?b 31 ?a => ?a 22 ?b,<NA>
83679,?b 23 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83680,?b 13 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83681,?f 3 ?a ?b 39 ?f => ?a 5 ?b,19001 3 19325 20505 39 19001 => 19325 5 20505
83682,?b 14 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83683,?b 11 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83684,?b 12 ?a ?b 3 ?a => ?a 22 ?b,<NA>
83685,?b 25 ?a ?b 38 ?a => ?a 22 ?b,<NA>
83686,?b 19 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83687,?b 25 ?a ?a 4 ?b => ?a 22 ?b,<NA>
83688,?b 25 ?a ?b 6 ?a => ?a 22 ?b,<NA>
83689,?b 2 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83690,?b 12 ?a ?a 17 ?b => ?a 22 ?b,<NA>
83691,?b 25 ?a ?b 5 ?a => ?a 22 ?b,<NA>
83692,?b 25 ?a ?b 39 ?a => ?a 22 ?b,<NA>
83693,?b 25 ?a ?b 4 ?a => ?a 22 ?b,<NA>
83694,?b 17 ?a ?b 25 ?a => ?a 22 ?b,<NA>
83695,?b 12 ?a ?a 19 ?b => ?a 22 ?b,<NA>
83696,?b 25 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83697,?b 12 ?a ?a 38 ?b => ?a 22 ?b,<NA>
83698,?b 25 ?a ?b 8 ?a => ?a 22 ?b,<NA>
83699,?b 12 ?a ?a 13 ?b => ?a 22 ?b,<NA>
83700,?b 12 ?a ?b 17 ?a => ?a 22 ?b,<NA>
83701,?b 12 ?a ?b 38 ?a => ?a 22 ?b,<NA>
83702,?b 12 ?a ?b 8 ?a => ?a 22 ?b,<NA>
83703,?b 12 ?a ?a 33 ?b => ?a 22 ?b,<NA>
83704,?b 12 ?a ?a 4 ?b => ?a 22 ?b,20555 12 19354 19354 4 20555 => 19354 22 20555
83705,?b 12 ?a ?b 33 ?a => ?a 22 ?b,<NA>
83706,?b 12 ?a ?b 39 ?a => ?a 22 ?b,<NA>
83707,?b 11 ?a ?b 12 ?a => ?a 22 ?b,<NA>
83708,?b 12 ?a ?b 2 ?a => ?a 22 ?b,<NA>
83709,?f 33 ?a ?b 39 ?f => ?a 5 ?b,19287 33 19170 18959 39 19287 => 19170 5 18959
83710,?b 12 ?a ?a 39 ?b => ?a 22 ?b,<NA>
83711,?b 12 ?a ?b 5 ?a => ?a 22 ?b,<NA>
83712,?b 12 ?a ?a 18 ?b => ?a 22 ?b,<NA>
83713,?b 12 ?a ?a 5 ?b => ?a 22 ?b,<NA>
83714,?b 12 ?a ?a 23 ?b => ?a 22 ?b,<NA>
83715,?b 12 ?a ?b 31 ?a => ?a 22 ?b,<NA>
83716,?b 12 ?a ?b 6 ?a => ?a 22 ?b,<NA>
83717,?b 12 ?a ?a 14 ?b => ?a 22 ?b,<NA>
83718,?b 12 ?a ?b 13 ?a => ?a 22 ?b,<NA>
83719,?a 11 ?b ?b 12 ?a => ?a 22 ?b,<NA>
83720,?b 12 ?a ?b 4 ?a => ?a 22 ?b,20555 12 19354 20555 4 19354 => 19354 22 20555
83721,?b 12 ?a ?a 6 ?b => ?a 22 ?b,<NA>
83722,?b 12 ?a ?a 8 ?b => ?a 22 ?b,<NA>
83723,?b 12 ?a ?b 23 ?a => ?a 22 ?b,<NA>
83724,?b 12 ?a ?b 14 ?a => ?a 22 ?b,<NA>
83725,?b 12 ?a ?b 19 ?a => ?a 22 ?b,<NA>
83726,?b 39 ?f ?f 4 ?a => ?a 5 ?b,<NA>
83727,?b 39 ?f ?f 8 ?a => ?a 5 ?b,19383 39 20585 20585 8 19303 => 19303 5 19383
83728,?f 17 ?a ?b 39 ?f => ?a 5 ?b,19197 17 20503 19903 39 19197 => 20503 5 19903
83729,?b 39 ?f ?a 8 ?f => ?a 5 ?b,19383 39 20585 18917 8 20585 => 18917 5 19383
83730,?a 17 ?f ?b 39 ?f => ?a 5 ?b,<NA>
83731,?f 18 ?a ?b 39 ?f => ?a 5 ?b,20412 18 18864 19015 39 20412 => 18864 5 19015
83732,?f 12 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83733,?a 12 ?f ?b 39 ?f => ?a 5 ?b,19547 12 19362 18889 39 19362 => 19547 5 18889
83734,?a 18 ?f ?b 39 ?f => ?a 5 ?b,20412 18 18864 19269 39 18864 => 20412 5 19269
83735,?f 39 ?a ?b 39 ?f => ?a 5 ?b,19383 39 20585 19511 39 19383 => 20585 5 19511
83736,?a 39 ?f ?b 39 ?f => ?a 5 ?b,<NA>
83737,?a 17 ?f ?f 33 ?b => ?a 5 ?b,<NA>
83738,?a 17 ?f ?f 4 ?b => ?a 5 ?b,19197 17 20503 20503 4 20530 => 19197 5 20530
83739,?a 17 ?f ?f 8 ?b => ?a 5 ?b,<NA>
83740,?f 17 ?b ?a 17 ?f => ?a 5 ?b,19197 17 20503 19859 17 19197 => 19859 5 20503
83741,?b 39 ?f ?a 5 ?f => ?a 5 ?b,19383 39 20585 18859 5 20585 => 18859 5 19383
83742,?a 17 ?f ?f 18 ?b => ?a 5 ?b,<NA>
83743,?b 39 ?f ?f 5 ?a => ?a 5 ?b,<NA>
83744,?f 12 ?b ?a 17 ?f => ?a 5 ?b,<NA>
83745,?a 17 ?f ?f 39 ?b => ?a 5 ?b,19197 17 20503 20503 39 20638 => 19197 5 20638
83746,?a 17 ?f ?f 5 ?b => ?a 5 ?b,<NA>
83747,?f 11 ?a ?b 39 ?f => ?a 5 ?b,19610 11 20501 19628 39 19610 => 20501 5 19628
83748,?b 11 ?f ?a 17 ?f => ?a 5 ?b,<NA>
83749,?b 17 ?a ?a 6 ?b => ?a 22 ?b,<NA>
83750,?f 33 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83751,?a 11 ?f ?b 39 ?f => ?a 5 ?b,<NA>
83752,?f 22 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83753,?a 17 ?f ?b 22 ?f => ?a 5 ?b,19197 17 20503 19129 22 20503 => 19197 5 19129
83754,?a 17 ?f ?b 2 ?f => ?a 5 ?b,<NA>
83755,?f 4 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83756,?e 11 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83757,?a 17 ?f ?b 38 ?f => ?a 5 ?b,<NA>
83758,?f 2 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83759,?a 17 ?f ?f 22 ?b => ?a 5 ?b,<NA>
83760,?f 17 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83761,?f 11 ?b ?a 17 ?f => ?a 5 ?b,19610 11 20501 20510 17 19610 => 20510 5 20501
83762,?a 22 ?f ?b 39 ?f => ?a 5 ?b,<NA>
83763,?f 18 ?b ?a 8 ?f => ?a 5 ?b,20412 18 18864 19380 8 20412 => 19380 5 18864
83764,?a 17 ?f ?f 2 ?b => ?a 5 ?b,<NA>
83765,?a 2 ?e ?e 23 ?b => ?a 11 ?b,<NA>
83766,?a 2 ?f ?b 39 ?f => ?a 5 ?b,20015 2 19231 19129 39 19231 => 20015 5 19129
83767,?e 22 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83768,?f 38 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83769,?a 17 ?f ?f 38 ?b => ?a 5 ?b,<NA>
83770,?a 17 ?f ?b 19 ?f => ?a 5 ?b,<NA>
83771,?b 17 ?a ?a 34 ?b => ?a 22 ?b,<NA>
83772,?b 17 ?a ?a 36 ?b => ?a 22 ?b,<NA>
83773,?b 17 ?a ?a 23 ?b => ?a 22 ?b,<NA>
83774,?a 15 ?b ?b 17 ?a => ?a 22 ?b,<NA>
83775,?f 8 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83776,?b 17 ?a ?a 25 ?b => ?a 22 ?b,<NA>
83777,?f 39 ?b ?a 8 ?f => ?a 5 ?b,19383 39 20585 20004 8 19383 => 20004 5 20585
83778,?b 17 ?a ?a 28 ?b => ?a 22 ?b,<NA>
83779,?f 12 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83780,?a 38 ?f ?b 39 ?f => ?a 5 ?b,19375 38 18911 20506 39 18911 => 19375 5 20506
83781,?b 14 ?f ?a 17 ?f => ?a 5 ?b,<NA>
83782,?e 23 ?b ?a 38 ?e => ?a 11 ?b,19594 23 19383 19335 38 19594 => 19335 11 19383
83783,?b 17 ?a ?a 37 ?b => ?a 22 ?b,<NA>
83784,?a 17 ?f ?b 23 ?f => ?a 5 ?b,<NA>
83785,?b 17 ?a ?a 31 ?b => ?a 22 ?b,<NA>
83786,?a 17 ?f ?f 19 ?b => ?a 5 ?b,19197 17 20503 20503 19 20530 => 19197 5 20530
83787,?f 5 ?b ?a 8 ?f => ?a 5 ?b,18944 5 19124 19628 8 18944 => 19628 5 19124
83788,?a 17 ?f ?b 31 ?f => ?a 5 ?b,<NA>
83789,?b 17 ?a ?a 29 ?b => ?a 22 ?b,<NA>
83790,?a 14 ?b ?b 17 ?a => ?a 22 ?b,<NA>
83791,?f 19 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83792,?b 17 ?a ?a 20 ?b => ?a 22 ?b,<NA>
83793,?f 14 ?b ?a 17 ?f => ?a 5 ?b,<NA>
83794,?b 17 ?a ?a 2 ?b => ?a 22 ?b,<NA>
83795,?b 13 ?f ?a 17 ?f => ?a 5 ?b,<NA>
83796,?e 2 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83797,?b 17 ?a ?b 34 ?a => ?a 22 ?b,<NA>
83798,?a 17 ?f ?f 23 ?b => ?a 5 ?b,<NA>
83799,?b 17 ?a ?b 28 ?a => ?a 22 ?b,<NA>
83800,?a 17 ?f ?f 31 ?b => ?a 5 ?b,<NA>
83801,?a 19 ?f ?b 39 ?f => ?a 5 ?b,19509 19 19093 19284 39 19093 => 19509 5 19284
83802,?b 11 ?f ?a 8 ?f => ?a 5 ?b,19610 11 20501 20125 8 20501 => 20125 5 19610
83803,?f 14 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83804,?a 13 ?b ?b 17 ?a => ?a 22 ?b,<NA>
83805,?b 22 ?f ?a 8 ?f => ?a 5 ?b,19419 22 20072 20518 8 20072 => 20518 5 19419
83806,?f 13 ?b ?a 17 ?f => ?a 5 ?b,19512 13 18927 18859 17 19512 => 18859 5 18927
83807,?b 17 ?a ?a 19 ?b => ?a 22 ?b,<NA>
83808,?a 14 ?f ?b 39 ?f => ?a 5 ?b,<NA>
83809,?f 23 ?a ?b 39 ?f => ?a 5 ?b,19594 23 19383 19252 39 19594 => 19383 5 19252
83810,?a 11 ?b ?b 17 ?a => ?a 22 ?b,19610 11 20501 20501 17 19610 => 19610 22 20501
83811,?b 2 ?f ?a 8 ?f => ?a 5 ?b,<NA>
83812,?b 17 ?a ?a 38 ?b => ?a 22 ?b,<NA>
83813,?a 19 ?e ?e 23 ?b => ?a 11 ?b,19509 19 19093 19093 23 19230 => 19509 11 19230
83814,?e 23 ?b ?e 38 ?a => ?a 11 ?b,<NA>
83815,?a 10 ?b ?b 17 ?a => ?a 22 ?b,<NA>
83816,?b 17 ?a ?a 39 ?b => ?a 22 ?b,<NA>
83817,?f 31 ?a ?b 39 ?f => ?a 5 ?b,19287 31 20599 18959 39 19287 => 20599 5 18959
83818,?a 17 ?f ?b 6 ?f => ?a 5 ?b,<NA>
83819,?f 11 ?b ?a 8 ?f => ?a 5 ?b,19610 11 20501 19170 8 19610 => 19170 5 20501
83820,?b 10 ?a ?b 17 ?a => ?a 22 ?b,<NA>
83821,?b 17 ?a ?b 20 ?a => ?a 22 ?b,<NA>
83822,?b 38 ?f ?a 8 ?f => ?a 5 ?b,19375 38 18911 19129 8 18911 => 19129 5 19375
83823,?a 23 ?f ?b 39 ?f => ?a 5 ?b,19594 23 19383 19511 39 19383 => 19594 5 19511
83824,?b 17 ?a ?a 33 ?b => ?a 22 ?b,<NA>
83825,?b 17 ?a ?a 18 ?b => ?a 22 ?b,<NA>
83826,?f 22 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83827,?b 17 ?a ?a 8 ?b => ?a 22 ?b,<NA>
83828,?f 13 ?a ?b 39 ?f => ?a 5 ?b,<NA>
83829,?b 17 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83830,?a 31 ?f ?b 39 ?f => ?a 5 ?b,19287 31 20599 20573 39 20599 => 19287 5 20573
83831,?b 17 ?a ?a 3 ?b => ?a 22 ?b,<NA>
83832,?b 17 ?a ?a 30 ?b => ?a 22 ?b,<NA>
83833,?f 2 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83834,?f 38 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83835,?a 17 ?f ?f 6 ?b => ?a 5 ?b,<NA>
83836,?a 13 ?f ?b 39 ?f => ?a 5 ?b,19512 13 18927 18889 39 18927 => 19512 5 18889
83837,?a 14 ?e ?e 23 ?b => ?a 11 ?b,18859 14 20271 20271 23 20540 => 18859 11 20540
83838,?b 19 ?f ?a 8 ?f => ?a 5 ?b,<NA>
83839,?b 17 ?a ?b 33 ?a => ?a 22 ?b,<NA>
83840,?b 14 ?f ?a 8 ?f => ?a 5 ?b,18859 14 20271 19628 8 20271 => 19628 5 18859
83841,?f 19 ?b ?a 8 ?f => ?a 5 ?b,19509 19 19093 20521 8 19509 => 20521 5 19093
83842,?b 17 ?a ?a 5 ?b => ?a 22 ?b,<NA>
83843,?e 19 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83844,?a 12 ?b ?b 17 ?a => ?a 22 ?b,<NA>
83845,?f 14 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83846,?e 23 ?b ?a 23 ?e => ?a 11 ?b,19594 23 19383 20507 23 19594 => 20507 11 19383
83847,?b 17 ?a ?a 4 ?b => ?a 22 ?b,<NA>
83848,?b 17 ?a ?b 3 ?a => ?a 22 ?b,<NA>
83849,?b 23 ?f ?a 8 ?f => ?a 5 ?b,<NA>
83850,?b 39 ?f ?f 6 ?a => ?a 5 ?b,<NA>
83851,?b 31 ?f ?a 8 ?f => ?a 5 ?b,19287 31 20599 19511 8 20599 => 19511 5 19287
83852,?e 23 ?b ?a 31 ?e => ?a 11 ?b,19594 23 19383 19598 31 19594 => 19598 11 19383
83853,?f 23 ?b ?a 8 ?f => ?a 5 ?b,19594 23 19383 19335 8 19594 => 19335 5 19383
83854,?b 30 ?a ?a 34 ?b => ?a 22 ?b,<NA>
83855,?a 25 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83856,?f 31 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83857,?a 15 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83858,?b 17 ?a ?b 23 ?a => ?a 22 ?b,<NA>
83859,?b 39 ?f ?a 6 ?f => ?a 5 ?b,19383 39 20585 20538 6 20585 => 20538 5 19383
83860,?e 14 ?a ?e 23 ?b => ?a 11 ?b,18859 14 20271 18859 23 19124 => 20271 11 19124
83861,?b 13 ?f ?a 8 ?f => ?a 5 ?b,<NA>
83862,?a 13 ?e ?e 23 ?b => ?a 11 ?b,<NA>
83863,?a 28 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83864,?b 30 ?a ?a 37 ?b => ?a 22 ?b,<NA>
83865,?b 30 ?a ?a 36 ?b => ?a 22 ?b,20015 30 19196 19196 36 20015 => 19196 22 20015
83866,?f 13 ?b ?a 8 ?f => ?a 5 ?b,19512 13 18927 19031 8 19512 => 19031 5 18927
83867,?b 17 ?a ?b 39 ?a => ?a 22 ?b,<NA>
83868,?b 30 ?a ?a 6 ?b => ?a 22 ?b,20015 30 19196 19196 6 20015 => 19196 22 20015
83869,?a 29 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83870,?b 11 ?a ?b 17 ?a => ?a 22 ?b,19610 11 20501 19610 17 20501 => 20501 22 19610
83871,?e 23 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83872,?b 30 ?a ?a 39 ?b => ?a 22 ?b,20015 30 19196 19196 39 20015 => 19196 22 20015
83873,?b 30 ?a ?a 8 ?b => ?a 22 ?b,<NA>
83874,?a 14 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83875,?b 17 ?a ?b 5 ?a => ?a 22 ?b,<NA>
83876,?b 13 ?a ?b 17 ?a => ?a 22 ?b,<NA>
83877,?b 30 ?a ?a 38 ?b => ?a 22 ?b,20015 30 19196 19196 38 20015 => 19196 22 20015
83878,?a 23 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83879,?b 14 ?a ?b 17 ?a => ?a 22 ?b,<NA>
83880,?b 17 ?a ?b 31 ?a => ?a 22 ?b,<NA>
83881,?b 26 ?a ?a 6 ?b => ?a 22 ?b,18946 26 20515 20515 6 18946 => 20515 22 18946
83882,?a 23 ?b ?b 26 ?a => ?a 22 ?b,<NA>
83883,?b 30 ?a ?a 31 ?b => ?a 22 ?b,20015 30 19196 19196 31 20015 => 19196 22 20015
83884,?a 13 ?b ?b 26 ?a => ?a 22 ?b,<NA>
83885,?a 2 ?b ?b 26 ?a => ?a 22 ?b,<NA>
83886,?b 26 ?a ?a 31 ?b => ?a 22 ?b,18946 26 20515 20515 31 18946 => 20515 22 18946
83887,?a 11 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83888,?a 11 ?b ?b 26 ?a => ?a 22 ?b,<NA>
83889,?b 30 ?a ?b 34 ?a => ?a 22 ?b,<NA>
83890,?b 17 ?a ?b 6 ?a => ?a 22 ?b,<NA>
83891,?b 26 ?a ?a 38 ?b => ?a 22 ?b,18946 26 20515 20515 38 18946 => 20515 22 18946
83892,?b 26 ?a ?a 8 ?b => ?a 22 ?b,18946 26 20515 20515 8 18946 => 20515 22 18946
83893,?a 19 ?b ?b 26 ?a => ?a 22 ?b,19323 19 19931 19931 26 19323 => 19323 22 19931
83894,?a 14 ?b ?b 26 ?a => ?a 22 ?b,<NA>
83895,?a 20 ?b ?b 30 ?a => ?a 22 ?b,19084 20 20047 20047 30 19084 => 19084 22 20047
83896,?b 26 ?a ?a 5 ?b => ?a 22 ?b,18946 26 20515 20515 5 18946 => 20515 22 18946
83897,?b 26 ?a ?a 39 ?b => ?a 22 ?b,18946 26 20515 20515 39 18946 => 20515 22 18946
83898,?b 17 ?a ?b 4 ?a => ?a 22 ?b,<NA>
83899,?b 17 ?a ?b 19 ?a => ?a 22 ?b,<NA>
83900,?b 26 ?a ?b 6 ?a => ?a 22 ?b,18946 26 20515 18946 6 20515 => 20515 22 18946
83901,?b 2 ?a ?b 26 ?a => ?a 22 ?b,<NA>
83902,?b 11 ?a ?b 26 ?a => ?a 22 ?b,<NA>
83903,?b 13 ?a ?b 26 ?a => ?a 22 ?b,<NA>
83904,?b 26 ?a ?b 31 ?a => ?a 22 ?b,18946 26 20515 18946 31 20515 => 20515 22 18946
83905,?b 19 ?a ?b 26 ?a => ?a 22 ?b,19323 19 19931 19323 26 19931 => 19931 22 19323
83906,?b 26 ?a ?b 8 ?a => ?a 22 ?b,18946 26 20515 18946 8 20515 => 20515 22 18946
83907,?b 26 ?a ?b 39 ?a => ?a 22 ?b,18946 26 20515 18946 39 20515 => 20515 22 18946
83908,?b 26 ?a ?b 5 ?a => ?a 22 ?b,18946 26 20515 18946 5 20515 => 20515 22 18946
83909,?b 14 ?a ?b 26 ?a => ?a 22 ?b,<NA>
83910,?b 28 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83911,?b 6 ?f ?a 8 ?f => ?a 5 ?b,20571 6 20626 19859 8 20626 => 19859 5 20571
83912,?a 10 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83913,?a 17 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83914,?b 23 ?a ?b 26 ?a => ?a 22 ?b,<NA>
83915,?b 26 ?a ?b 38 ?a => ?a 22 ?b,18946 26 20515 18946 38 20515 => 20515 22 18946
83916,?b 30 ?a ?a 4 ?b => ?a 22 ?b,<NA>
83917,?a 13 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83918,?e 23 ?b ?e 31 ?a => ?a 11 ?b,19594 23 19383 19594 31 19733 => 19733 11 19383
83919,?a 19 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83920,?a 2 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83921,?b 20 ?a ?b 30 ?a => ?a 22 ?b,19084 20 20047 19084 30 20047 => 20047 22 19084
83922,?b 30 ?a ?a 5 ?b => ?a 22 ?b,20015 30 19196 19196 5 20015 => 19196 22 20015
83923,?a 12 ?b ?b 30 ?a => ?a 22 ?b,20555 12 19354 19354 30 20555 => 20555 22 19354
83924,?b 30 ?a ?a 33 ?b => ?a 22 ?b,<NA>
83925,?f 6 ?b ?a 8 ?f => ?a 5 ?b,<NA>
83926,?b 17 ?a ?b 8 ?a => ?a 22 ?b,<NA>
83927,?a 18 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83928,?e 13 ?a ?e 23 ?b => ?a 11 ?b,<NA>
83929,?b 17 ?a ?b 2 ?a => ?a 22 ?b,<NA>
83930,?b 17 ?a ?b 38 ?a => ?a 22 ?b,<NA>
83931,?a 3 ?b ?b 30 ?a => ?a 22 ?b,<NA>
83932,?b 19 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83933,?b 3 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83934,?b 30 ?a ?b 33 ?a => ?a 22 ?b,<NA>
83935,?b 13 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83936,?f 10 ?a ?b 11 ?f => ?a 5 ?b,<NA>
83937,?b 30 ?a ?b 31 ?a => ?a 22 ?b,20015 30 19196 20015 31 19196 => 19196 22 20015
83938,?b 30 ?a ?b 6 ?a => ?a 22 ?b,20015 30 19196 20015 6 19196 => 19196 22 20015
83939,?e 23 ?b ?a 6 ?e => ?a 11 ?b,19594 23 19383 20020 6 19594 => 20020 11 19383
83940,?b 33 ?a ?a 36 ?b => ?a 22 ?b,<NA>
83941,?b 33 ?a ?a 37 ?b => ?a 22 ?b,<NA>
83942,?a 28 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83943,?a 29 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83944,?a 15 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83945,?b 10 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83946,?b 33 ?a ?a 34 ?b => ?a 22 ?b,<NA>
83947,?b 30 ?a ?b 38 ?a => ?a 22 ?b,20015 30 19196 20015 38 19196 => 19196 22 20015
83948,?b 2 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83949,?a 20 ?b ?b 33 ?a => ?a 22 ?b,19084 20 20047 20047 33 19084 => 19084 22 20047
83950,?b 11 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83951,?b 11 ?f ?f 30 ?a => ?a 5 ?b,19610 11 20501 20501 30 20525 => 20525 5 19610
83952,?b 30 ?a ?b 5 ?a => ?a 22 ?b,20015 30 19196 20015 5 19196 => 19196 22 20015
83953,?b 23 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83954,?b 30 ?a ?b 39 ?a => ?a 22 ?b,20015 30 19196 20015 39 19196 => 19196 22 20015
83955,?b 11 ?f ?f 3 ?a => ?a 5 ?b,<NA>
83956,?b 30 ?a ?b 8 ?a => ?a 22 ?b,<NA>
83957,?e 23 ?b ?e 6 ?a => ?a 11 ?b,<NA>
83958,?a 10 ?b ?b 33 ?a => ?a 22 ?b,<NA>
83959,?b 14 ?a ?b 30 ?a => ?a 22 ?b,<NA>
83960,?b 30 ?a ?b 4 ?a => ?a 22 ?b,<NA>
83961,?b 33 ?a ?b 34 ?a => ?a 22 ?b,<NA>
83962,?b 33 ?a ?a 38 ?b => ?a 22 ?b,19287 33 19170 19170 38 19287 => 19170 22 19287
83963,?b 28 ?a ?b 33 ?a => ?a 22 ?b,<NA>
83964,?b 20 ?a ?b 33 ?a => ?a 22 ?b,19084 20 20047 19084 33 20047 => 20047 22 19084
83965,?b 33 ?a ?a 39 ?b => ?a 22 ?b,<NA>
83966,?a 13 ?b ?b 33 ?a => ?a 22 ?b,19512 13 18927 18927 33 19512 => 19512 22 18927
83967,?a 31 ?b ?b 33 ?a => ?a 22 ?b,<NA>
