id,rule
91645,?e 3 ?a ?b 31 ?e => ?a 22 ?b
91646,?a 17 ?b ?a 18 ?b => ?a 2 ?b
91647,?a 22 ?b ?a 6 ?b => ?a 2 ?b
91648,?b 14 ?e ?e 3 ?a => ?a 22 ?b
91649,?f 37 ?a ?b 9 ?f => ?a 2 ?b
91650,?b 23 ?e ?e 3 ?a => ?a 22 ?b
91651,?a 17 ?b ?a 8 ?b => ?a 2 ?b
91652,?e 3 ?a ?e 39 ?b => ?a 22 ?b
91653,?f 34 ?a ?b 9 ?f => ?a 2 ?b
91654,?f 36 ?a ?b 9 ?f => ?a 2 ?b
91655,?b 13 ?e ?e 3 ?a => ?a 22 ?b
91656,?a 11 ?b ?a 23 ?b => ?a 2 ?b
91657,?f 28 ?a ?b 9 ?f => ?a 2 ?b
91658,?f 15 ?a ?b 9 ?f => ?a 2 ?b
91659,?f 10 ?a ?b 9 ?f => ?a 2 ?b
91660,?a 22 ?b ?a 8 ?b => ?a 2 ?b
91661,?a 39 ?b ?a 5 ?b => ?a 2 ?b
91662,?e 3 ?a ?e 5 ?b => ?a 22 ?b
91663,?e 17 ?b ?e 3 ?a => ?a 22 ?b
91664,?e 19 ?a ?e 33 ?b => ?a 22 ?b
91665,?e 22 ?b ?e 3 ?a => ?a 22 ?b
91666,?a 14 ?b ?a 39 ?b => ?a 2 ?b
91667,?a 31 ?b ?a 8 ?b => ?a 2 ?b
91668,?f 30 ?a ?b 9 ?f => ?a 2 ?b
91669,?a 17 ?b ?a 23 ?b => ?a 2 ?b
91670,?a 17 ?b ?a 31 ?b => ?a 2 ?b
91671,?a 23 ?e ?e 33 ?b => ?a 22 ?b
91672,?e 11 ?b ?e 3 ?a => ?a 22 ?b
91673,?e 14 ?a ?e 33 ?b => ?a 22 ?b
91674,?f 20 ?a ?b 9 ?f => ?a 2 ?b
91675,?a 14 ?e ?e 33 ?b => ?a 22 ?b
91676,?e 3 ?a ?b 6 ?e => ?a 22 ?b
91677,?a 20 ?f ?b 9 ?f => ?a 2 ?b
91678,?a 19 ?e ?e 33 ?b => ?a 22 ?b
91679,?a 22 ?b ?a 39 ?b => ?a 2 ?b
91680,?a 34 ?f ?b 9 ?f => ?a 2 ?b
91681,?a 28 ?f ?b 9 ?f => ?a 2 ?b
91682,?a 36 ?f ?b 9 ?f => ?a 2 ?b
91683,?a 15 ?f ?b 9 ?f => ?a 2 ?b
91684,?e 2 ?b ?e 3 ?a => ?a 22 ?b
91685,?a 37 ?f ?b 9 ?f => ?a 2 ?b
91686,?a 31 ?e ?e 33 ?b => ?a 22 ?b
91687,?a 14 ?b ?a 18 ?b => ?a 2 ?b
91688,?a 10 ?f ?b 9 ?f => ?a 2 ?b
91689,?f 3 ?a ?b 9 ?f => ?a 2 ?b
91690,?e 23 ?a ?e 33 ?b => ?a 22 ?b
91691,?a 14 ?b ?a 8 ?b => ?a 2 ?b
91692,?e 31 ?a ?e 33 ?b => ?a 22 ?b
91693,?a 13 ?e ?e 33 ?b => ?a 22 ?b
91694,?a 12 ?b ?a 14 ?b => ?a 2 ?b
91695,?a 30 ?f ?b 9 ?f => ?a 2 ?b
91696,?a 3 ?f ?b 9 ?f => ?a 2 ?b
91697,?e 3 ?a ?e 38 ?b => ?a 22 ?b
91698,?e 19 ?b ?e 3 ?a => ?a 22 ?b
91699,?a 13 ?b ?a 22 ?b => ?a 2 ?b
91700,?a 11 ?b ?a 5 ?b => ?a 2 ?b
91701,?f 33 ?a ?b 9 ?f => ?a 2 ?b
91702,?a 11 ?b ?a 6 ?b => ?a 2 ?b
91703,?a 12 ?b ?a 22 ?b => ?a 2 ?b
91704,?a 18 ?b ?a 23 ?b => ?a 2 ?b
91705,?e 3 ?a ?e 31 ?b => ?a 22 ?b
91706,?f 4 ?a ?b 9 ?f => ?a 2 ?b
91707,?e 13 ?b ?e 3 ?a => ?a 22 ?b
91708,?a 33 ?f ?b 9 ?f => ?a 2 ?b
91709,?e 14 ?b ?e 3 ?a => ?a 22 ?b
91710,?a 31 ?b ?a 39 ?b => ?a 2 ?b
91711,?f 17 ?a ?b 9 ?f => ?a 2 ?b
91712,?e 30 ?a ?b 8 ?e => ?a 22 ?b
91713,?a 18 ?b ?a 22 ?b => ?a 2 ?b
91714,?b 17 ?e ?e 30 ?a => ?a 22 ?b
91715,?a 11 ?b ?a 19 ?b => ?a 2 ?b
91716,?f 12 ?a ?b 9 ?f => ?a 2 ?b
91717,?f 8 ?a ?b 9 ?f => ?a 2 ?b
91718,?e 3 ?a ?e 6 ?b => ?a 22 ?b
91719,?e 30 ?a ?b 39 ?e => ?a 22 ?b
91720,?f 18 ?a ?b 9 ?f => ?a 2 ?b
91721,?b 18 ?e ?e 30 ?a => ?a 22 ?b
91722,?e 13 ?a ?e 33 ?b => ?a 22 ?b
91723,?e 33 ?b ?a 6 ?e => ?a 22 ?b
91724,?a 4 ?f ?b 9 ?f => ?a 2 ?b
91725,?f 39 ?a ?b 9 ?f => ?a 2 ?b
91726,?a 17 ?b ?a 5 ?b => ?a 2 ?b
91727,?e 33 ?b ?e 6 ?a => ?a 22 ?b
91728,?a 5 ?b ?a 8 ?b => ?a 2 ?b
91729,?e 30 ?a ?b 5 ?e => ?a 22 ?b
91730,?b 22 ?e ?e 30 ?a => ?a 22 ?b
91731,?a 23 ?b ?a 8 ?b => ?a 2 ?b
91732,?a 22 ?b ?a 23 ?b => ?a 2 ?b
91733,?a 17 ?b ?a 22 ?b => ?a 2 ?b
91734,?a 8 ?f ?b 9 ?f => ?a 2 ?b
91735,?a 14 ?b ?a 17 ?b => ?a 2 ?b
91736,?e 30 ?a ?e 4 ?b => ?a 22 ?b
91737,?b 11 ?e ?e 30 ?a => ?a 22 ?b
91738,?a 22 ?b ?a 5 ?b => ?a 2 ?b
91739,?a 23 ?b ?a 5 ?b => ?a 2 ?b
91740,?b 2 ?e ?e 30 ?a => ?a 22 ?b
91741,?a 39 ?f ?b 9 ?f => ?a 2 ?b
91742,?e 18 ?b ?e 30 ?a => ?a 22 ?b
91743,?e 30 ?a ?b 38 ?e => ?a 22 ?b
91744,?a 17 ?f ?b 9 ?f => ?a 2 ?b
91745,?e 17 ?b ?e 30 ?a => ?a 22 ?b
91746,?a 11 ?b ?a 22 ?b => ?a 2 ?b
91747,?a 12 ?f ?b 9 ?f => ?a 2 ?b
91748,?a 18 ?f ?b 9 ?f => ?a 2 ?b
91749,?e 12 ?b ?e 30 ?a => ?a 22 ?b
91750,?e 30 ?a ?e 39 ?b => ?a 22 ?b
91751,?e 30 ?a ?e 8 ?b => ?a 22 ?b
91752,?b 19 ?e ?e 30 ?a => ?a 22 ?b
91753,?a 14 ?b ?a 22 ?b => ?a 2 ?b
91754,?b 23 ?e ?e 30 ?a => ?a 22 ?b
91755,?a 12 ?b ?a 23 ?b => ?a 2 ?b
91756,?e 30 ?a ?b 31 ?e => ?a 22 ?b
91757,?b 14 ?e ?e 30 ?a => ?a 22 ?b
91758,?e 30 ?a ?e 5 ?b => ?a 22 ?b
91759,?f 5 ?a ?b 9 ?f => ?a 2 ?b
91760,?b 13 ?e ?e 30 ?a => ?a 22 ?b
91761,?a 5 ?f ?b 9 ?f => ?a 2 ?b
91762,?f 11 ?a ?b 9 ?f => ?a 2 ?b
91763,?a 11 ?f ?b 9 ?f => ?a 2 ?b
91764,?f 22 ?a ?b 9 ?f => ?a 2 ?b
91765,?e 11 ?b ?e 30 ?a => ?a 22 ?b
91766,?e 22 ?b ?e 30 ?a => ?a 22 ?b
91767,?b 16 ?f ?f 39 ?a => ?a 2 ?b
91768,?e 30 ?a ?b 6 ?e => ?a 22 ?b
91769,?b 16 ?f ?f 18 ?a => ?a 2 ?b
91770,?b 16 ?f ?f 5 ?a => ?a 2 ?b
91771,?e 30 ?a ?e 38 ?b => ?a 22 ?b
91772,?a 22 ?f ?b 9 ?f => ?a 2 ?b
91773,?e 2 ?b ?e 30 ?a => ?a 22 ?b
91774,?b 16 ?f ?f 34 ?a => ?a 2 ?b
91775,?b 16 ?f ?f 36 ?a => ?a 2 ?b
91776,?b 16 ?f ?f 20 ?a => ?a 2 ?b
91777,?b 16 ?f ?f 28 ?a => ?a 2 ?b
91778,?b 16 ?f ?f 37 ?a => ?a 2 ?b
91779,?f 15 ?a ?b 16 ?f => ?a 2 ?b
91780,?b 16 ?f ?f 27 ?a => ?a 2 ?b
91781,?b 16 ?f ?f 32 ?a => ?a 2 ?b
91782,?b 16 ?f ?f 21 ?a => ?a 2 ?b
91783,?b 16 ?f ?f 25 ?a => ?a 2 ?b
91784,?b 16 ?f ?f 29 ?a => ?a 2 ?b
91785,?b 16 ?f ?f 8 ?a => ?a 2 ?b
91786,?f 10 ?a ?b 16 ?f => ?a 2 ?b
91787,?b 16 ?f ?f 17 ?a => ?a 2 ?b
91788,?f 12 ?a ?b 16 ?f => ?a 2 ?b
91789,?b 16 ?f ?f 30 ?a => ?a 2 ?b
91790,?b 16 ?f ?f 3 ?a => ?a 2 ?b
91791,?b 16 ?f ?f 4 ?a => ?a 2 ?b
91792,?f 19 ?a ?b 9 ?f => ?a 2 ?b
91793,?b 16 ?f ?f 33 ?a => ?a 2 ?b
91794,?f 2 ?a ?b 9 ?f => ?a 2 ?b
91795,?e 19 ?b ?e 30 ?a => ?a 22 ?b
91796,?a 2 ?f ?b 9 ?f => ?a 2 ?b
91797,?e 23 ?b ?e 30 ?a => ?a 22 ?b
91798,?f 38 ?a ?b 9 ?f => ?a 2 ?b
91799,?f 11 ?a ?b 16 ?f => ?a 2 ?b
91800,?a 38 ?f ?b 9 ?f => ?a 2 ?b
91801,?e 14 ?b ?e 30 ?a => ?a 22 ?b
91802,?b 16 ?f ?f 22 ?a => ?a 2 ?b
91803,?f 14 ?a ?b 9 ?f => ?a 2 ?b
91804,?b 16 ?f ?a 37 ?f => ?a 2 ?b
91805,?b 16 ?f ?a 36 ?f => ?a 2 ?b
91806,?e 13 ?b ?e 30 ?a => ?a 22 ?b
91807,?b 16 ?f ?a 30 ?f => ?a 2 ?b
91808,?b 16 ?f ?a 20 ?f => ?a 2 ?b
91809,?b 16 ?f ?a 34 ?f => ?a 2 ?b
91810,?b 16 ?f ?a 29 ?f => ?a 2 ?b
91811,?a 15 ?f ?b 16 ?f => ?a 2 ?b
91812,?b 16 ?f ?a 28 ?f => ?a 2 ?b
91813,?b 16 ?f ?a 32 ?f => ?a 2 ?b
91814,?a 10 ?f ?b 16 ?f => ?a 2 ?b
91815,?b 16 ?f ?a 26 ?f => ?a 2 ?b
91816,?b 16 ?f ?a 25 ?f => ?a 2 ?b
91817,?b 16 ?f ?a 21 ?f => ?a 2 ?b
91818,?b 16 ?f ?a 4 ?f => ?a 2 ?b
91819,?b 16 ?f ?a 33 ?f => ?a 2 ?b
91820,?b 16 ?f ?a 3 ?f => ?a 2 ?b
91821,?b 16 ?f ?f 2 ?a => ?a 2 ?b
91822,?e 23 ?b ?e 3 ?a => ?a 22 ?b
91823,?b 16 ?f ?a 18 ?f => ?a 2 ?b
91824,?a 19 ?f ?b 9 ?f => ?a 2 ?b
91825,?f 23 ?a ?b 9 ?f => ?a 2 ?b
91826,?a 12 ?f ?b 16 ?f => ?a 2 ?b
91827,?b 16 ?f ?a 17 ?f => ?a 2 ?b
91828,?b 16 ?f ?a 8 ?f => ?a 2 ?b
91829,?b 16 ?f ?a 39 ?f => ?a 2 ?b
91830,?b 12 ?e ?e 30 ?a => ?a 22 ?b
91831,?b 16 ?f ?f 26 ?a => ?a 2 ?b
91832,?e 30 ?a ?e 31 ?b => ?a 22 ?b
91833,?b 16 ?f ?a 27 ?f => ?a 2 ?b
91834,?e 30 ?a ?e 6 ?b => ?a 22 ?b
91835,?f 6 ?a ?b 9 ?f => ?a 2 ?b
91836,?b 16 ?f ?f 38 ?a => ?a 2 ?b
91837,?a 14 ?f ?b 9 ?f => ?a 2 ?b
91838,?f 31 ?a ?b 9 ?f => ?a 2 ?b
91839,?b 16 ?f ?a 5 ?f => ?a 2 ?b
91840,?a 13 ?f ?b 9 ?f => ?a 2 ?b
91841,?f 13 ?a ?b 9 ?f => ?a 2 ?b
91842,?b 16 ?f ?f 19 ?a => ?a 2 ?b
91843,?a 11 ?f ?b 16 ?f => ?a 2 ?b
91844,?a 12 ?b ?a 31 ?b => ?a 2 ?b
91845,?a 14 ?b ?a 5 ?b => ?a 2 ?b
91846,?f 14 ?a ?b 16 ?f => ?a 2 ?b
91847,?a 23 ?f ?b 9 ?f => ?a 2 ?b
91848,?a 6 ?f ?b 9 ?f => ?a 2 ?b
91849,?b 16 ?f ?a 22 ?f => ?a 2 ?b
91850,?b 16 ?f ?f 23 ?a => ?a 2 ?b
91851,?b 16 ?f ?f 31 ?a => ?a 2 ?b
91852,?b 16 ?f ?a 2 ?f => ?a 2 ?b
91853,?f 13 ?a ?b 16 ?f => ?a 2 ?b
91854,?a 31 ?f ?b 9 ?f => ?a 2 ?b
91855,?b 16 ?f ?a 38 ?f => ?a 2 ?b
91856,?b 16 ?f ?f 6 ?a => ?a 2 ?b
91857,?a 14 ?f ?b 16 ?f => ?a 2 ?b
91858,?f 33 ?a ?b 8 ?f => ?a 22 ?b
91859,?b 16 ?f ?a 19 ?f => ?a 2 ?b
91860,?b 16 ?f ?a 23 ?f => ?a 2 ?b
91861,?b 16 ?f ?a 31 ?f => ?a 2 ?b
91862,?a 22 ?b ?a 31 ?b => ?a 2 ?b
91863,?a 18 ?b ?a 31 ?b => ?a 2 ?b
91864,?a 13 ?f ?b 16 ?f => ?a 2 ?b
91865,?f 4 ?a ?b 8 ?f => ?a 22 ?b
91866,?f 39 ?a ?b 7 ?f => ?a 2 ?b
91867,?f 12 ?a ?b 7 ?f => ?a 2 ?b
91868,?f 17 ?a ?b 7 ?f => ?a 2 ?b
91869,?f 5 ?a ?b 7 ?f => ?a 2 ?b
91870,?f 18 ?a ?b 7 ?f => ?a 2 ?b
91871,?b 16 ?f ?a 6 ?f => ?a 2 ?b
91872,?f 3 ?a ?b 7 ?f => ?a 2 ?b
91873,?f 15 ?a ?b 7 ?f => ?a 2 ?b
91874,?f 37 ?a ?b 7 ?f => ?a 2 ?b
91875,?f 2 ?a ?b 7 ?f => ?a 2 ?b
91876,?f 33 ?a ?b 7 ?f => ?a 2 ?b
91877,?f 29 ?a ?b 7 ?f => ?a 2 ?b
91878,?f 28 ?a ?b 7 ?f => ?a 2 ?b
91879,?f 32 ?a ?b 7 ?f => ?a 2 ?b
91880,?f 26 ?a ?b 7 ?f => ?a 2 ?b
91881,?f 4 ?a ?b 7 ?f => ?a 2 ?b
91882,?f 20 ?a ?b 7 ?f => ?a 2 ?b
91883,?f 38 ?a ?b 7 ?f => ?a 2 ?b
91884,?f 22 ?a ?b 7 ?f => ?a 2 ?b
91885,?f 10 ?a ?b 7 ?f => ?a 2 ?b
91886,?f 19 ?a ?b 7 ?f => ?a 2 ?b
91887,?a 31 ?b ?a 5 ?b => ?a 2 ?b
91888,?f 14 ?a ?b 7 ?f => ?a 2 ?b
91889,?f 31 ?a ?b 7 ?f => ?a 2 ?b
91890,?f 23 ?a ?b 7 ?f => ?a 2 ?b
91891,?f 17 ?a ?b 8 ?f => ?a 22 ?b
91892,?f 13 ?a ?b 7 ?f => ?a 2 ?b
91893,?f 12 ?a ?b 8 ?f => ?a 22 ?b
91894,?f 6 ?a ?b 7 ?f => ?a 2 ?b
91895,?f 18 ?a ?b 8 ?f => ?a 22 ?b
91896,?a 4 ?f ?b 8 ?f => ?a 22 ?b
91897,?b 18 ?f ?f 33 ?a => ?a 22 ?b
91898,?f 11 ?a ?b 7 ?f => ?a 2 ?b
91899,?f 30 ?a ?b 7 ?f => ?a 2 ?b
91900,?f 36 ?a ?b 7 ?f => ?a 2 ?b
91901,?f 34 ?a ?b 7 ?f => ?a 2 ?b
91902,?b 7 ?f ?f 8 ?a => ?a 2 ?b
91903,?f 25 ?a ?b 7 ?f => ?a 2 ?b
91904,?a 37 ?f ?b 7 ?f => ?a 2 ?b
91905,?a 20 ?f ?b 7 ?f => ?a 2 ?b
91906,?a 3 ?f ?b 7 ?f => ?a 2 ?b
91907,?a 5 ?f ?b 7 ?f => ?a 2 ?b
91908,?a 29 ?f ?b 7 ?f => ?a 2 ?b
91909,?a 30 ?f ?b 7 ?f => ?a 2 ?b
91910,?a 32 ?f ?b 7 ?f => ?a 2 ?b
91911,?a 34 ?f ?b 7 ?f => ?a 2 ?b
91912,?a 10 ?f ?b 7 ?f => ?a 2 ?b
91913,?a 15 ?f ?b 7 ?f => ?a 2 ?b
91914,?a 28 ?f ?b 7 ?f => ?a 2 ?b
91915,?a 33 ?f ?b 7 ?f => ?a 2 ?b
91916,?a 12 ?f ?b 7 ?f => ?a 2 ?b
91917,?b 7 ?f ?a 8 ?f => ?a 2 ?b
91918,?a 18 ?f ?b 7 ?f => ?a 2 ?b
91919,?f 8 ?a ?b 8 ?f => ?a 22 ?b
91920,?a 11 ?f ?b 7 ?f => ?a 2 ?b
91921,?a 22 ?f ?b 7 ?f => ?a 2 ?b
91922,?a 17 ?f ?b 8 ?f => ?a 22 ?b
91923,?a 2 ?f ?b 7 ?f => ?a 2 ?b
91924,?a 38 ?f ?b 7 ?f => ?a 2 ?b
91925,?a 18 ?f ?b 8 ?f => ?a 22 ?b
91926,?f 39 ?a ?b 8 ?f => ?a 22 ?b
91927,?a 19 ?f ?b 7 ?f => ?a 2 ?b
91928,?a 12 ?f ?b 8 ?f => ?a 22 ?b
91929,?a 14 ?f ?b 7 ?f => ?a 2 ?b
91930,?f 20 ?a ?b 24 ?f => ?a 2 ?b
91931,?b 24 ?f ?f 37 ?a => ?a 2 ?b
91932,?b 24 ?f ?f 36 ?a => ?a 2 ?b
91933,?a 25 ?f ?b 7 ?f => ?a 2 ?b
91934,?a 26 ?f ?b 7 ?f => ?a 2 ?b
91935,?a 39 ?f ?b 7 ?f => ?a 2 ?b
91936,?a 4 ?f ?b 7 ?f => ?a 2 ?b
91937,?a 36 ?f ?b 7 ?f => ?a 2 ?b
91938,?a 17 ?f ?b 7 ?f => ?a 2 ?b
91939,?b 24 ?f ?f 34 ?a => ?a 2 ?b
91940,?a 23 ?f ?b 7 ?f => ?a 2 ?b
91941,?f 15 ?a ?b 24 ?f => ?a 2 ?b
91942,?b 24 ?f ?f 8 ?a => ?a 2 ?b
91943,?b 24 ?f ?f 29 ?a => ?a 2 ?b
91944,?b 24 ?f ?f 26 ?a => ?a 2 ?b
91945,?b 24 ?f ?f 27 ?a => ?a 2 ?b
91946,?f 24 ?a ?b 24 ?f => ?a 2 ?b
91947,?b 24 ?f ?f 33 ?a => ?a 2 ?b
91948,?b 24 ?f ?f 28 ?a => ?a 2 ?b
91949,?b 24 ?f ?f 4 ?a => ?a 2 ?b
91950,?b 24 ?f ?f 25 ?a => ?a 2 ?b
91951,?f 17 ?a ?b 24 ?f => ?a 2 ?b
91952,?a 31 ?f ?b 7 ?f => ?a 2 ?b
91953,?a 13 ?f ?b 7 ?f => ?a 2 ?b
91954,?b 24 ?f ?f 5 ?a => ?a 2 ?b
91955,?f 11 ?a ?b 24 ?f => ?a 2 ?b
91956,?b 18 ?f ?f 4 ?a => ?a 22 ?b
91957,?a 8 ?f ?b 8 ?f => ?a 22 ?b
91958,?a 6 ?f ?b 7 ?f => ?a 2 ?b
91959,?f 22 ?a ?b 24 ?f => ?a 2 ?b
91960,?f 2 ?a ?b 24 ?f => ?a 2 ?b
91961,?b 24 ?f ?f 38 ?a => ?a 2 ?b
91962,?b 24 ?f ?a 37 ?f => ?a 2 ?b
91963,?a 20 ?f ?b 24 ?f => ?a 2 ?b
91964,?b 24 ?f ?a 36 ?f => ?a 2 ?b
91965,?a 39 ?f ?b 8 ?f => ?a 22 ?b
91966,?b 24 ?f ?a 34 ?f => ?a 2 ?b
91967,?a 10 ?f ?b 24 ?f => ?a 2 ?b
91968,?b 24 ?f ?a 30 ?f => ?a 2 ?b
91969,?b 24 ?f ?a 29 ?f => ?a 2 ?b
91970,?b 24 ?f ?a 28 ?f => ?a 2 ?b
91971,?b 24 ?f ?a 26 ?f => ?a 2 ?b
91972,?b 24 ?f ?a 3 ?f => ?a 2 ?b
91973,?f 17 ?a ?b 18 ?f => ?a 22 ?b
91974,?b 18 ?f ?f 8 ?a => ?a 22 ?b
91975,?b 24 ?f ?a 27 ?f => ?a 2 ?b
91976,?f 14 ?a ?b 24 ?f => ?a 2 ?b
91977,?b 24 ?f ?a 8 ?f => ?a 2 ?b
91978,?b 24 ?f ?f 30 ?a => ?a 2 ?b
91979,?f 10 ?a ?b 24 ?f => ?a 2 ?b
91980,?a 18 ?f ?b 24 ?f => ?a 2 ?b
91981,?b 24 ?f ?f 3 ?a => ?a 2 ?b
91982,?f 18 ?a ?b 24 ?f => ?a 2 ?b
91983,?b 24 ?f ?f 32 ?a => ?a 2 ?b
91984,?f 12 ?a ?b 24 ?f => ?a 2 ?b
91985,?b 24 ?f ?f 39 ?a => ?a 2 ?b
91986,?a 15 ?f ?b 24 ?f => ?a 2 ?b
91987,?f 19 ?a ?b 24 ?f => ?a 2 ?b
91988,?b 24 ?f ?a 25 ?f => ?a 2 ?b
91989,?a 24 ?f ?b 24 ?f => ?a 2 ?b
91990,?b 24 ?f ?a 32 ?f => ?a 2 ?b
91991,?a 17 ?f ?b 24 ?f => ?a 2 ?b
91992,?b 24 ?f ?a 4 ?f => ?a 2 ?b
91993,?a 12 ?f ?b 24 ?f => ?a 2 ?b
91994,?b 24 ?f ?f 31 ?a => ?a 2 ?b
91995,?f 13 ?a ?b 24 ?f => ?a 2 ?b
91996,?b 18 ?f ?a 4 ?f => ?a 22 ?b
91997,?b 24 ?f ?a 5 ?f => ?a 2 ?b
91998,?a 11 ?f ?b 24 ?f => ?a 2 ?b
91999,?a 22 ?f ?b 24 ?f => ?a 2 ?b
92000,?a 2 ?f ?b 24 ?f => ?a 2 ?b
92001,?b 27 ?f ?f 36 ?a => ?a 2 ?b
92002,?f 20 ?a ?b 27 ?f => ?a 2 ?b
92003,?b 27 ?f ?f 37 ?a => ?a 2 ?b
92004,?b 27 ?f ?f 34 ?a => ?a 2 ?b
92005,?b 24 ?f ?a 39 ?f => ?a 2 ?b
92006,?b 24 ?f ?a 33 ?f => ?a 2 ?b
92007,?f 23 ?a ?b 24 ?f => ?a 2 ?b
92008,?b 27 ?f ?f 30 ?a => ?a 2 ?b
92009,?b 27 ?f ?f 32 ?a => ?a 2 ?b
92010,?f 10 ?a ?b 27 ?f => ?a 2 ?b
92011,?b 27 ?f ?f 28 ?a => ?a 2 ?b
92012,?b 24 ?f ?a 38 ?f => ?a 2 ?b
92013,?f 15 ?a ?b 27 ?f => ?a 2 ?b
92014,?f 5 ?a ?b 8 ?f => ?a 22 ?b
92015,?f 21 ?a ?b 27 ?f => ?a 2 ?b
92016,?f 26 ?a ?b 27 ?f => ?a 2 ?b
92017,?f 16 ?a ?b 27 ?f => ?a 2 ?b
92018,?f 24 ?a ?b 27 ?f => ?a 2 ?b
92019,?f 25 ?a ?b 27 ?f => ?a 2 ?b
92020,?f 12 ?a ?b 18 ?f => ?a 22 ?b
92021,?f 18 ?a ?b 18 ?f => ?a 22 ?b
92022,?a 19 ?f ?b 24 ?f => ?a 2 ?b
92023,?a 17 ?f ?b 18 ?f => ?a 22 ?b
92024,?b 27 ?f ?f 33 ?a => ?a 2 ?b
92025,?b 18 ?f ?a 8 ?f => ?a 22 ?b
92026,?b 24 ?f ?f 6 ?a => ?a 2 ?b
92027,?b 27 ?f ?f 4 ?a => ?a 2 ?b
92028,?a 14 ?f ?b 24 ?f => ?a 2 ?b
92029,?a 23 ?f ?b 24 ?f => ?a 2 ?b
92030,?b 27 ?f ?f 8 ?a => ?a 2 ?b
92031,?f 12 ?a ?b 27 ?f => ?a 2 ?b
92032,?f 18 ?a ?b 27 ?f => ?a 2 ?b
92033,?b 27 ?f ?f 39 ?a => ?a 2 ?b
92034,?b 24 ?f ?a 31 ?f => ?a 2 ?b
92035,?a 13 ?f ?b 24 ?f => ?a 2 ?b
92036,?b 27 ?f ?f 5 ?a => ?a 2 ?b
92037,?b 27 ?f ?a 34 ?f => ?a 2 ?b
92038,?b 18 ?f ?f 39 ?a => ?a 22 ?b
92039,?b 27 ?f ?a 36 ?f => ?a 2 ?b
92040,?b 27 ?f ?a 37 ?f => ?a 2 ?b
92041,?b 27 ?f ?a 28 ?f => ?a 2 ?b
92042,?a 20 ?f ?b 27 ?f => ?a 2 ?b
92043,?a 26 ?f ?b 27 ?f => ?a 2 ?b
92044,?f 22 ?a ?b 27 ?f => ?a 2 ?b
92045,?a 25 ?f ?b 27 ?f => ?a 2 ?b
92046,?a 15 ?f ?b 27 ?f => ?a 2 ?b
92047,?a 27 ?f ?b 27 ?f => ?a 2 ?b
92048,?a 21 ?f ?b 27 ?f => ?a 2 ?b
92049,?a 24 ?f ?b 27 ?f => ?a 2 ?b
92050,?a 16 ?f ?b 27 ?f => ?a 2 ?b
92051,?b 27 ?f ?a 30 ?f => ?a 2 ?b
92052,?f 11 ?a ?b 27 ?f => ?a 2 ?b
92053,?a 10 ?f ?b 27 ?f => ?a 2 ?b
92054,?b 27 ?f ?a 3 ?f => ?a 2 ?b
92055,?f 2 ?a ?b 27 ?f => ?a 2 ?b
92056,?b 27 ?f ?f 29 ?a => ?a 2 ?b
92057,?b 27 ?f ?f 3 ?a => ?a 2 ?b
92058,?f 27 ?a ?b 27 ?f => ?a 2 ?b
92059,?b 27 ?f ?a 32 ?f => ?a 2 ?b
92060,?b 27 ?f ?a 29 ?f => ?a 2 ?b
92061,?a 12 ?f ?b 18 ?f => ?a 22 ?b
92062,?b 27 ?f ?f 38 ?a => ?a 2 ?b
92063,?f 17 ?a ?b 27 ?f => ?a 2 ?b
92064,?b 27 ?f ?a 33 ?f => ?a 2 ?b
92065,?b 24 ?f ?a 6 ?f => ?a 2 ?b
92066,?b 27 ?f ?a 8 ?f => ?a 2 ?b
92067,?b 27 ?f ?a 39 ?f => ?a 2 ?b
92068,?a 18 ?f ?b 27 ?f => ?a 2 ?b
92069,?b 27 ?f ?a 4 ?f => ?a 2 ?b
92070,?a 17 ?f ?b 27 ?f => ?a 2 ?b
92071,?f 13 ?a ?b 27 ?f => ?a 2 ?b
92072,?f 14 ?a ?b 27 ?f => ?a 2 ?b
92073,?a 18 ?f ?b 18 ?f => ?a 22 ?b
92074,?b 27 ?f ?f 31 ?a => ?a 2 ?b
92075,?a 12 ?f ?b 27 ?f => ?a 2 ?b
92076,?b 27 ?f ?f 6 ?a => ?a 2 ?b
92077,?b 21 ?f ?f 32 ?a => ?a 2 ?b
92078,?b 21 ?f ?f 29 ?a => ?a 2 ?b
92079,?b 21 ?f ?f 25 ?a => ?a 2 ?b
92080,?b 21 ?f ?f 28 ?a => ?a 2 ?b
92081,?b 21 ?f ?f 26 ?a => ?a 2 ?b
92082,?b 21 ?f ?f 36 ?a => ?a 2 ?b
92083,?b 21 ?f ?f 37 ?a => ?a 2 ?b
92084,?f 21 ?a ?b 21 ?f => ?a 2 ?b
92085,?b 27 ?f ?a 5 ?f => ?a 2 ?b
92086,?b 21 ?f ?f 27 ?a => ?a 2 ?b
92087,?f 16 ?a ?b 21 ?f => ?a 2 ?b
92088,?f 20 ?a ?b 21 ?f => ?a 2 ?b
92089,?a 11 ?f ?b 27 ?f => ?a 2 ?b
92090,?a 22 ?f ?b 27 ?f => ?a 2 ?b
92091,?f 10 ?a ?b 21 ?f => ?a 2 ?b
92092,?b 27 ?f ?a 38 ?f => ?a 2 ?b
92093,?b 18 ?f ?a 39 ?f => ?a 22 ?b
92094,?b 21 ?f ?f 30 ?a => ?a 2 ?b
92095,?b 21 ?f ?f 3 ?a => ?a 2 ?b
